pokemon_name,card_id,card_number,set_name,set_slug,variant,rarity,currency,market,ebay_avg_price,ebay_low_price,ebay_high_price,ebay_sale_count,ebay_avg_1d,ebay_avg_7d,ebay_avg_30d,ebay_median_3d,ebay_median_7d,ebay_median_30d,tcgplayer_avg_price,tcgplayer_low_price,tcgplayer_high_price,tcgplayer_sale_count,tcgplayer_avg_1d,tcgplayer_avg_7d,tcgplayer_avg_30d,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,last_updated,image_url,popularity_rank,popularity_score
Tentacruel,019bffaa-1a47-7762-8bb4-b39f0e6cd38f,073/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.7,1.7,1.7,39.0,1.66,1.7742857,1.81375,1.7,1.66,1.69,0.26,0.24,0.3,3879.0,0.26,0.30714285,0.26580647,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c77ec476114888bf.webp,78.0,49.18
Tentacruel,019c3ac3-ec71-70da-b908-f576a9e56875,073/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.69,1.69,1.69,27.0,1.0,1.432,1.432,1.69,1.69,1.69,0.24,0.15,0.56,1536.0,0.21,0.18857142,0.18580645,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c77ec476114888bf.webp,78.0,49.18
Geodude,019bffaa-1a47-7762-8bb4-b7413b9b78b0,074/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,42.0,1.625,1.4025,1.4025,1.5,1.29,1.39,0.24,0.29,0.29,3696.0,0.24,0.25,0.22548386,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c78588dd95167caf.webp,103.0,32.68
Geodude,019c3ac3-ec71-70da-b908-fbd0f5ce1f95,074/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.24,1.24,1.24,21.0,1.97,1.605,1.605,1.605,1.605,1.605,0.06,0.06,0.06,4304.0,0.06,0.06,0.09,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c78588dd95167caf.webp,103.0,32.68
Graveler,019bffaa-1a47-7762-8bb4-bca0b227443c,075/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.005,1.82,2.19,37.0,1.18,1.773,1.773,2.005,1.82,1.82,0.23,0.1,0.4,3774.0,0.26,0.26,0.24709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/605f9c9d471bf6b0.webp,121.0,20.8
Graveler,019c3ac3-ec71-70da-b909-020175834ede,075/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,6.0,6.0,6.0,21.0,1.46,2.81,2.81,6.0,6.0,1.89,0.21,0.25,0.25,1246.0,0.2,0.17,0.16258064,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/605f9c9d471bf6b0.webp,121.0,20.8
Golem,019bffaa-1a47-7762-8bb4-c67010798c49,076/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,2.0,2.0,2.0,265.0,2.67,2.2171428,2.438421,2.0,1.995,2.29,1.34,0.7,2.2,11892.0,1.25,1.2414286,1.2590322,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/32642aac0010aabf.webp,45.0,70.96
Golem,019bffab-58b9-77cf-912b-581a5227d3d0,189/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,6.99,6.99,6.99,333.0,7.92,7.6457143,7.784583,7.57,7.745,7.92,8.42,7.62,8.0,5670.0,8.35,7.607143,8.26,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d8bc8351af8fded3.webp,45.0,70.96
Ponyta,019bffaa-1a47-7762-8bb4-ed2afe75203b,077/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.46,1.46,1.46,17.0,1.98,1.72,1.72,1.46,1.46,1.72,0.25,0.29,0.29,4131.0,0.24,0.2857143,0.25,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/17848f371b364e28.webp,77.0,49.84
Ponyta,019c3ac3-ec71-70da-b909-1a6963fc4dff,077/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.0,1.0,1.0,10.0,1.99,1.495,1.495,1.0,1.0,1.495,0.18,0.25,0.25,1660.0,0.17,0.12571429,0.13193548,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/17848f371b364e28.webp,77.0,49.84
Rapidash,019bffaa-1a47-7762-8bb4-f19e94be2690,078/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.99,1.99,1.99,43.0,2.29,2.107143,1.9535,2.1,2.195,1.99,0.25,0.26,0.29,3894.0,0.25,0.2557143,0.2735484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/026f12b23a87b6c4.webp,36.0,76.9
Rapidash,019c3ac3-ec71-70da-b909-1d63c96baa9e,078/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.445,1.0,1.89,33.0,0.99,1.6416667,1.6416667,1.445,1.445,1.89,0.16,0.16,0.16,3607.0,0.16,0.15142857,0.15387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/026f12b23a87b6c4.webp,36.0,76.9
Slowpoke,019bffaa-1a47-7762-8bb5-02eeee6453ac,079/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.39,1.79,2.99,73.0,2.49,2.0407143,1.9790909,2.49,2.72,1.79,0.39,0.34,0.65,6385.0,0.37,0.39714286,0.34903225,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/91b0adc808ce8cae.webp,108.0,29.38
Slowpoke,019c3ac3-ec71-70da-b909-2a0f904023de,079/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.79,1.79,1.79,52.0,1.98,1.7271428,1.8138889,1.885,1.885,1.79,0.23,0.01,0.25,3941.0,0.22,0.16285715,0.17225806,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/91b0adc808ce8cae.webp,108.0,29.38
Slowpoke,019bffab-58b9-77cf-912c-f2c9e73ab5c6,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1eccf1830531e379.webp,108.0,29.38
Slowbro,019bffaa-1a47-7762-8bb5-068f307d130a,080/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.89,1.79,1.99,67.0,1.02,1.9892857,1.9996154,1.79,1.99,1.99,0.32,0.29,0.45,4778.0,0.32,0.34857142,0.32709676,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/771bdd42584705be.webp,63.0,59.08
Slowbro,019c3ac3-ec71-70da-b909-2f7e93d525c7,080/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.99,2.99,2.99,39.0,1.79,2.39,2.39,2.99,2.99,2.99,0.11,0.16,0.25,4833.0,0.11,0.108571425,0.14709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/771bdd42584705be.webp,63.0,59.08
Magnemite,019bffaa-1a47-7762-8bb4-faea2ef62dfa,081/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.69,1.69,1.69,27.0,1.78,1.6999999,1.6999999,1.69,1.69,1.675,0.32,0.29,0.47,4503.0,0.32,0.31142858,0.28451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b72314ed08382e3e.webp,127.0,16.84
Magnemite,019c3ac3-ec71-70da-b909-20836f74eafd,081/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,15.0,2.24,2.115,2.115,1.99,1.99,2.115,0.17,0.15,0.25,7092.0,0.18,0.15857142,0.14387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b72314ed08382e3e.webp,127.0,16.84
Magnemite,019bffab-58b9-77cf-912c-d4751a196902,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7ed281bff3184cca.webp,127.0,16.84
Magneton,019bffaa-1a47-7762-8bb4-feda335497dc,082/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,0.99,0.99,0.99,25.0,1.45,1.832,1.832,0.99,0.99,1.45,0.3,0.28,0.41,4462.0,0.3,0.33571428,0.3016129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/eff66d32d98ec20a.webp,86.0,43.9
Magneton,019c3ac3-ec71-70da-b909-245f198b9382,082/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.98,1.98,1.98,12.0,2.2,1.7925,1.7925,1.98,1.98,1.985,0.2,0.15,0.21,5486.0,0.2,0.18714286,0.17935483,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/eff66d32d98ec20a.webp,86.0,43.9
Magneton,019bffab-58b9-77cf-912c-e5432028d157,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a8faaf3aec2ab1c5.webp,86.0,43.9
Farfetch'd,019bffaa-1a47-7762-8bb5-09e50045f83d,083/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,40.0,1.99,1.8378571,1.9272727,1.99,1.99,1.745,0.22,0.18,0.4,3602.0,0.21,0.21857142,0.1948387,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/21a92e150ca2c37e.webp,99.0,35.32
Farfetch'd,019c3ac3-ec71-70da-b909-33b2a2c16018,083/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,2.89,2.89,2.89,27.0,1.95,1.784,1.784,2.89,2.42,1.95,0.11,0.15,0.4,4066.0,0.1,0.07714286,0.07548387,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/21a92e150ca2c37e.webp,99.0,35.32
Doduo,019bffaa-1a47-7762-8bb5-0e178353c80d,084/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.49,1.49,1.49,37.0,1.46,1.422,1.422,1.49,1.475,1.46,0.28,0.29,0.29,3960.0,0.27,0.27,0.25193548,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bea90c7618570cd8.webp,137.0,10.24
Doduo,019c3ac3-ec71-70da-b909-36fb338c1b91,084/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.69,1.69,1.69,18.0,1.0,1.295,1.295,1.69,1.69,1.245,0.08,0.01,0.34,1536.0,0.06,0.08571429,0.10193548,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bea90c7618570cd8.webp,137.0,10.24
Dodrio,019bffaa-1a47-7762-8bb5-11a734e97dee,085/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,3.25,3.25,3.25,99.0,1.99,2.09,2.4318182,2.62,1.985,1.99,1.26,2.25,2.25,5248.0,1.19,1.1657143,1.1777419,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f67ee2a5b2410ff2.webp,106.0,30.7
Dodrio,019c3ac3-ec71-70da-b909-3824bb156daa,085/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.5,1.5,1.5,96.0,,,,1.39,1.445,1.475,0.28,0.22,0.22,7511.0,0.27,0.26857144,0.24709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f67ee2a5b2410ff2.webp,106.0,30.7
Seel,019bffaa-1a47-7762-8bb5-14236207d5a3,086/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,50.0,1.66,1.4671428,1.4671428,1.66,1.66,1.33,0.28,0.26,0.47,1520.0,0.27,0.27714285,0.26387095,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9a90a74386bd086e.webp,123.0,19.48
Seel,019c3ac3-ec71-70da-b909-3dbb31acf692,086/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.59,1.59,1.59,21.0,0.92,1.0600001,1.0600001,0.92,0.92,1.0,0.16,0.07,0.4,1296.0,0.15,0.117142856,0.10483871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9a90a74386bd086e.webp,123.0,19.48
Dewgong,019bffaa-1a47-7762-8bb5-18746ac57e17,087/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,39.0,2.25,1.7171428,1.678125,1.66,1.575,1.575,0.26,0.25,0.29,4019.0,0.29,0.26857144,0.24387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d898d0b621d27f4b.webp,70.0,54.46
Dewgong,019c3ac3-ec71-70da-b909-42617fd3d6d9,087/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,29.0,,,,1.99,1.99,1.985,0.13,0.03,0.03,3833.0,0.13,0.11285714,0.1335484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d898d0b621d27f4b.webp,70.0,54.46
Grimer,019bffaa-1a47-7762-8bb5-1f82823303d5,088/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.29,2.29,2.29,41.0,0.99,2.2685714,2.2685714,1.64,1.115,1.49,0.25,0.22,0.29,1457.0,0.25,0.25142857,0.21870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/50981155cb4d9db6.webp,131.0,14.2
Grimer,019c3ac3-ec71-70da-b909-445bf80f9525,088/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,24.0,1.74,1.5749999,1.5749999,1.98,1.98,1.74,0.06,0.06,0.06,1439.0,0.06,0.06,0.06645162,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/50981155cb4d9db6.webp,131.0,14.2
Muk,019d5568-cde4-742e-87ae-8301bf0fee5b,089/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.89,1.89,1.89,34.0,1.39,2.0792856,2.066875,1.89,1.39,2.0,0.27,0.28,0.29,627.0,0.27,0.28,0.27,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f3d881f6f230d2e2.webp,68.0,55.78
Muk,019d5568-cde4-742e-87ae-8608956f0309,089/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,3.62,3.62,3.62,24.0,14.99,4.197857,4.197857,9.305,9.305,2.095,0.18,0.17,0.25,744.0,0.17,0.16714285,0.15741935,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f3d881f6f230d2e2.webp,68.0,55.78
Shellder,019bffaa-1a47-7762-8bb5-201e5a647d0a,090/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,34.0,1.66,1.4316666,1.4316666,1.325,1.66,1.56,0.25,0.1,0.29,3370.0,0.28,0.27,0.2467742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/50ea0e80d96173ff.webp,126.0,17.5
Shellder,019c3ac3-ec71-70da-b909-48686b46b6f1,090/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,19.0,9.79,5.89,5.89,1.99,1.99,5.89,0.11,0.01,0.25,2380.0,0.11,0.10714286,0.10741936,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/50ea0e80d96173ff.webp,126.0,17.5
Cloyster,019bffaa-1a47-7762-8bb5-246bc579d027,091/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.5,1.5,1.5,42.0,2.27,1.8328571,1.79,2.25,1.875,1.82,0.25,0.21,0.29,3900.0,0.25,0.24428572,0.26419353,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b707a4596d671f66.webp,57.0,63.04
Cloyster,019c3ac3-ec71-70da-b909-4e2389d83c0a,091/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,25.0,,,,1.99,1.99,1.99,0.11,0.02,0.02,4347.0,0.11,0.12142857,0.13451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b707a4596d671f66.webp,57.0,63.04
Gastly,019bffaa-1a47-7762-8bb5-2b7180c59a29,092/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.0,1.75,2.25,50.0,2.49,1.9835714,1.9455,2.25,2.0,1.98,0.33,0.3,0.36,4681.0,0.33,0.32857144,0.33774194,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/83ba25a27a2f16d6.webp,55.0,64.36
Gastly,019c3ac3-ec71-70da-b909-50059271aea4,092/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.79,1.79,1.79,24.0,1.99,1.6925,1.6925,1.79,1.79,1.89,0.23,0.08,0.15,2614.0,0.23,0.20142858,0.19290322,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/83ba25a27a2f16d6.webp,55.0,64.36
Haunter,019bffaa-1a47-7762-8bb5-2dc698085f3a,093/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.34,1.99,2.69,127.0,2.84,2.1242857,2.3075,2.32,1.99,1.99,0.4,0.35,0.52,8002.0,0.41,0.40857142,0.42548388,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9ffb5ecf64151b83.webp,25.0,84.16
Haunter,019c3ac3-ec71-70da-b909-56cb9f7ddc44,093/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.69,2.69,2.69,79.0,1.94,1.8157144,1.845,1.99,1.89,1.93,0.22,0.08,0.25,8220.0,0.23,0.21285714,0.22096774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9ffb5ecf64151b83.webp,25.0,84.16
Gengar,019bffaa-1a47-7762-8bb5-338df2cf858e,094/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,14.0,14.0,14.0,86.0,11.0,11.179286,10.624687,11.0,10.995,10.5,8.22,8.0,9.94,8691.0,8.21,8.6828575,8.755161,,,,2026-05-22T21:17:01.786Z,https://cdn.poketrace.com/cards/a6e0dab6405e08d1.webp,1.0,100.0
Gengar,019c3ac3-ec71-70da-b909-5bca59ddae57,094/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,3.115,3.0,3.23,136.0,3.95,4.635714,4.849815,3.97,4.49,4.99,2.89,1.49,6.99,30012.0,2.84,2.8885715,2.8067741,,,,2026-05-22T21:17:01.786Z,https://cdn.poketrace.com/cards/a6e0dab6405e08d1.webp,1.0,100.0
Gengar,019bffab-58b9-77cf-912c-da55d57d30e6,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/568d05f18b3f9185.webp,1.0,100.0
Onix,019bffaa-1a47-7762-8bb5-3794e660fdbf,095/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.69,1.69,1.69,89.0,3.0,2.2957144,2.5127778,1.69,1.69,2.455,1.91,1.15,2.91,4668.0,1.96,1.9228572,1.8103225,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f9879bb3abbe5ccf.webp,44.0,71.62
Onix,019c3ac3-ec71-70da-b909-5c6d4668e908,095/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.24,1.24,1.24,56.0,2.55,1.895,1.895,1.24,1.24,1.24,0.09,0.09,0.09,1411.0,0.1,0.095714286,0.12451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f9879bb3abbe5ccf.webp,44.0,71.62
Drowzee,019bffaa-1a47-7762-8bb5-39cc004d8656,096/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.29,1.29,1.29,46.0,0.99,1.5407143,1.5294445,1.29,1.375,1.7,0.26,0.25,0.29,3587.0,0.25,0.26857144,0.2467742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/028f9f586e15effd.webp,138.0,9.58
Drowzee,019c3ac3-ec71-70da-b909-6161ce66c639,096/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.79,1.79,1.79,19.0,1.0,1.2633333,1.2633333,1.79,1.79,1.0,0.07,0.01,0.25,4860.0,0.07,0.06714286,0.09548387,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/028f9f586e15effd.webp,138.0,9.58
Hypno,019bffaa-1a47-7762-8bb5-3cce240b9d17,097/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.98,1.98,1.98,92.0,2.59,2.862857,2.7722223,2.19,2.42,2.65,2.18,1.81,3.13,4893.0,2.13,2.0328572,1.9135484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f9c608c9fb7ce79f.webp,102.0,33.34
Hypno,019c3ac3-ec71-70da-b909-66eb24ae4178,097/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,54.0,2.49,1.89,1.89,2.24,2.24,1.99,0.13,0.13,0.13,3898.0,0.13,0.10428572,0.13322581,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f9c608c9fb7ce79f.webp,102.0,33.34
Krabby,019bffaa-1a47-7762-8bb5-422a5186e0a9,098/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.82,1.82,1.82,36.0,1.98,1.672,1.672,1.9,1.82,1.785,0.31,0.29,0.29,3658.0,0.31,0.3014286,0.25,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8b1778a6058a2d7d.webp,111.0,27.4
Krabby,019c3ac3-ec71-70da-b909-6b300db0f126,098/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,19.0,1.98,1.74,1.74,1.99,1.99,1.98,0.15,0.25,0.25,4157.0,0.14,0.117142856,0.12741935,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8b1778a6058a2d7d.webp,111.0,27.4
Kingler,019bffaa-1a47-7762-8bb5-46436687e85d,099/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.8,1.8,1.8,88.0,2.18,1.97,2.1275,1.99,1.99,1.995,1.64,1.46,2.68,4756.0,1.59,1.6942858,1.6490322,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0122070577658f3e.webp,67.0,56.44
Kingler,019c3ac3-ec71-70da-b909-6e8b2a510f58,099/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,4.16,1.51,6.81,56.0,1.25,2.236,2.236,4.16,4.16,1.89,0.16,0.02,0.02,4190.0,0.17,0.13,0.13548388,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0122070577658f3e.webp,67.0,56.44
Voltorb,019bffaa-1a47-7762-8bb5-4b52c5a6aa59,100/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,23.0,1.46,1.4466667,1.4466667,0.99,0.99,1.46,0.21,0.18,0.29,3677.0,0.23,0.21857142,0.18387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/00f63a4201b00c24.webp,134.0,12.22
Voltorb,019c3ac3-ec71-70da-b909-7138ca47e95f,100/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,16.0,,,,1.98,1.98,1.98,0.06,0.01,0.01,4404.0,0.07,0.06428572,0.06580645,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/00f63a4201b00c24.webp,134.0,12.22
Electrode,019bffaa-1a47-7762-8bb5-4e5834679cba,101/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,1.98,1.98,1.98,42.0,2.99,2.3542857,2.3542857,1.98,2.99,2.77,2.58,2.56,3.93,4716.0,2.48,2.5371428,2.3390322,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fca269a7ccdb2fc8.webp,133.0,12.88
Electrode,019c3ac3-ec71-70da-b909-74ec8b57cc6b,101/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.27,1.27,1.27,31.0,1.0,1.2533333,1.2533333,1.27,1.27,1.38,0.25,0.19,0.2,6450.0,0.26,0.26285714,0.24806452,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fca269a7ccdb2fc8.webp,133.0,12.88
Exeggcute,019bffaa-1a47-7762-8bb5-514c5bde8a0a,102/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.46,1.46,1.46,22.0,1.89,1.6750001,1.6750001,1.46,1.46,1.675,0.23,0.2,0.29,3563.0,0.26,0.2657143,0.23419355,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0eeff5fc7127e1b0.webp,144.0,5.62
Exeggcute,019c3ac3-ec71-70da-b909-79317740db3a,102/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,18.0,1.99,1.985,1.985,1.98,1.98,1.985,0.1,0.01,0.25,4202.0,0.09,0.08,0.090967745,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0eeff5fc7127e1b0.webp,144.0,5.62
Exeggcute,019bffaa-1a47-7762-8bb5-57e14f567536,103/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.49,1.49,1.49,74.0,1.42,1.9157143,2.1158333,1.46,1.46,2.0,1.56,2.79,2.79,4679.0,1.56,1.5385715,1.682258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d15786bf9ad034de.webp,144.0,5.62
