pokemon_name,card_id,card_number,set_name,rarity,variant,popularity_rank,popularity_score,market_avg_price,ebay_avg_price,tcgplayer_avg_price,market_avg_7d_price,market_avg_30d_price,ebay_avg_7d,ebay_avg_30d,tcgplayer_avg_7d,tcgplayer_avg_30d,total_sales,ebay_sale_count,tcgplayer_sale_count,ebay_premium,ebay_low_price,ebay_median_3d,ebay_median_7d,ebay_median_30d,ebay_high_price,tcgplayer_low_price,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,tcgplayer_high_price,price_7d_avg,price_30d_avg,price_90d_avg,price_1y_avg,price_momentum,price_volatility
Tentacruel,019bffaa-1a47-7762-8bb4-b39f0e6cd38f,073/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,78.0,49.18,0.98,1.7,0.26,1.040714275,1.039778235,1.7742857,1.81375,0.30714285,0.26580647,3918.0,39.0,3879.0,1.44,1.7,1.7,1.66,1.69,1.7,0.24,,,,0.3,0.3075,0.4043333333333333,0.4043333333333333,0.4043333333333333,-35.696619950535855,0.4106570289210923
Tentacruel,019c3ac3-ec71-70da-b908-f576a9e56875,073/165,SV: Scarlet & Violet 151,Uncommon,Normal,78.0,49.18,0.965,1.69,0.24,0.8102857099999999,0.808903225,1.432,1.432,0.18857142,0.18580645,1563.0,27.0,1536.0,1.45,1.69,1.69,1.69,1.69,1.69,0.15,,,,0.56,0.18625,0.18566666666666665,0.18566666666666665,0.18566666666666665,29.263913824057457,0.018323403789601466
Geodude,019bffaa-1a47-7762-8bb4-b7413b9b78b0,074/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,103.0,32.68,0.615,0.99,0.24,0.82625,0.81399193,1.4025,1.4025,0.25,0.22548386,3738.0,42.0,3696.0,0.75,0.99,1.5,1.29,1.39,0.99,0.29,,,,0.29,0.5204545454545454,0.4271666666666667,0.4271666666666667,0.4271666666666667,-43.81584081154897,0.4875761361118355
Geodude,019c3ac3-ec71-70da-b908-fbd0f5ce1f95,074/165,SV: Scarlet & Violet 151,Common,Normal,103.0,32.68,0.65,1.24,0.06,0.8325,0.8475,1.605,1.605,0.06,0.09,4325.0,21.0,4304.0,1.18,1.24,1.605,1.605,1.605,1.24,0.06,,,,0.06,0.06,0.18833333333333332,0.18833333333333332,0.18833333333333332,-68.14159292035397,0.3985065510934141
Graveler,019bffaa-1a47-7762-8bb4-bca0b227443c,075/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,121.0,20.8,1.1175,2.005,0.23,1.0165,1.01004839,1.773,1.773,0.26,0.24709678,3811.0,37.0,3774.0,1.775,1.82,2.005,1.82,1.82,2.19,0.1,,,,0.4,0.255,0.33449999999999996,0.33449999999999996,0.33449999999999996,-31.24065769805679,0.3599433624029356
Graveler,019c3ac3-ec71-70da-b909-020175834ede,075/165,SV: Scarlet & Violet 151,Uncommon,Normal,121.0,20.8,3.105,6.0,0.21,1.49,1.48629032,2.81,2.81,0.17,0.16258064,1267.0,21.0,1246.0,5.79,6.0,6.0,6.0,1.89,6.0,0.25,,,,0.25,0.17125,0.39419354838709686,0.39419354838709686,0.39419354838709686,-46.72667757774142,1.06622316048611
Golem,019bffaa-1a47-7762-8bb4-c67010798c49,076/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,45.0,70.96,1.67,2.0,1.34,1.7292857,1.8487266,2.2171428,2.438421,1.2414286,1.2590322,12157.0,265.0,11892.0,0.6599999999999999,2.0,2.0,1.995,2.29,2.0,0.7,,,,2.2,1.7091555466666668,1.78674444,1.78674444,1.78674444,-25.003264596698564,0.8134960144042169
Golem,019bffab-58b9-77cf-912b-581a5227d3d0,189/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,45.0,70.96,7.705,6.99,8.42,7.626428649999999,8.0222915,7.6457143,7.784583,7.607143,8.26,6003.0,333.0,5670.0,-1.4299999999999995,6.99,7.57,7.745,7.92,6.99,7.62,,,,8.0,7.61923076923077,7.948666666666666,7.948666666666666,7.948666666666666,5.92971567558501,0.6952832880018854
Ponyta,019bffaa-1a47-7762-8bb4-ed2afe75203b,077/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,77.0,49.84,0.855,1.46,0.25,1.00285715,0.985,1.72,1.72,0.2857143,0.25,4148.0,17.0,4131.0,1.21,1.46,1.46,1.46,1.72,1.46,0.29,,,,0.29,0.28375,0.2886666666666667,0.2886666666666667,0.2886666666666667,-13.39491916859123,0.22423407310270643
Ponyta,019c3ac3-ec71-70da-b909-1a6963fc4dff,077/165,SV: Scarlet & Violet 151,Common,Normal,77.0,49.84,0.59,1.0,0.18,0.810357145,0.8134677400000001,1.495,1.495,0.12571429,0.13193548,1670.0,10.0,1660.0,0.8200000000000001,1.0,1.0,1.0,1.495,1.0,0.25,,,,0.25,0.12375000000000001,0.13166666666666668,0.13166666666666668,0.13166666666666668,36.70886075949365,0.03333045964624378
Rapidash,019bffaa-1a47-7762-8bb4-f19e94be2690,078/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,36.0,76.9,1.12,1.99,0.25,1.1814286500000002,1.1135242,2.107143,1.9535,0.2557143,0.2735484,3937.0,43.0,3894.0,1.74,1.99,2.1,2.195,1.99,1.99,0.26,,,,0.29,0.7681818181818181,0.7240322580645159,0.7240322580645159,0.7240322580645159,-65.47115170416573,0.8453859270128631
Rapidash,019c3ac3-ec71-70da-b909-1d63c96baa9e,078/165,SV: Scarlet & Violet 151,Uncommon,Normal,36.0,76.9,0.8025,1.445,0.16,0.896547635,0.897768835,1.6416667,1.6416667,0.15142857,0.15387097,3640.0,33.0,3607.0,1.285,1.0,1.445,1.445,1.89,1.89,0.16,,,,0.16,0.295,0.22338709677419355,0.22338709677419355,0.22338709677419355,-28.375451263537904,0.27225413096582574
Slowpoke,019bffaa-1a47-7762-8bb5-02eeee6453ac,079/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,108.0,29.38,1.39,2.39,0.39,1.21892858,1.164061575,2.0407143,1.9790909,0.39714286,0.34903225,6458.0,73.0,6385.0,2.0,1.79,2.49,2.72,1.79,2.99,0.34,,,,0.65,0.9936363636363638,0.7985,0.7985,0.7985,-51.15842204132749,0.8095306750167677
Slowpoke,019c3ac3-ec71-70da-b909-2a0f904023de,079/165,SV: Scarlet & Violet 151,Common,Normal,108.0,29.38,1.01,1.79,0.23,0.944999975,0.99307348,1.7271428,1.8138889,0.16285715,0.17225806,3993.0,52.0,3941.0,1.56,1.79,1.885,1.885,1.79,1.79,0.01,,,,0.25,0.15875,0.442258064516129,0.442258064516129,0.442258064516129,-47.99416484318015,0.6347477697344006
Slowpoke,019bffab-58b9-77cf-912c-f2c9e73ab5c6,,SV: Scarlet & Violet 151,,Normal,108.0,29.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,019bffaa-1a47-7762-8bb5-068f307d130a,080/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,63.0,59.08,1.105,1.89,0.32,1.16892856,1.16335608,1.9892857,1.9996154,0.34857142,0.32709676,4845.0,67.0,4778.0,1.5699999999999998,1.79,1.79,1.99,1.99,1.99,0.29,,,,0.45,0.8141666666666666,0.8861666666666664,0.8861666666666664,0.8861666666666664,-63.88941132217415,0.8704316045278454
Slowbro,019c3ac3-ec71-70da-b909-2f7e93d525c7,080/165,SV: Scarlet & Violet 151,Uncommon,Normal,63.0,59.08,1.55,2.99,0.11,1.2492857125,1.268548385,2.39,2.39,0.108571425,0.14709677,4872.0,39.0,4833.0,2.8800000000000003,2.99,2.99,2.99,2.99,2.99,0.16,,,,0.25,0.43000000000000005,0.294,0.294,0.294,-62.585034013605444,0.5917571729384764
Magnemite,019bffaa-1a47-7762-8bb4-faea2ef62dfa,081/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,127.0,16.84,1.005,1.69,0.32,1.00571424,0.992258015,1.6999999,1.6999999,0.31142858,0.28451613,4530.0,27.0,4503.0,1.37,1.69,1.69,1.69,1.675,1.69,0.29,,,,0.47,0.3075,0.42733333333333334,0.42733333333333334,0.42733333333333334,-25.117004680187204,0.436332152295057
Magnemite,019c3ac3-ec71-70da-b909-20836f74eafd,081/165,SV: Scarlet & Violet 151,Common,Normal,127.0,16.84,1.08,1.99,0.17,1.13678571,1.1294354800000002,2.115,2.115,0.15857142,0.14387096,7107.0,15.0,7092.0,1.82,1.99,1.99,1.99,2.115,1.99,0.15,,,,0.25,0.15500000000000003,0.14400000000000002,0.14400000000000002,0.14400000000000002,18.05555555555555,0.02554239207872764
Magnemite,019bffab-58b9-77cf-912c-d4751a196902,,SV: Scarlet & Violet 151,,Normal,127.0,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,019bffaa-1a47-7762-8bb4-feda335497dc,082/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,86.0,43.9,0.645,0.99,0.3,1.08385714,1.06680645,1.832,1.832,0.33571428,0.3016129,4487.0,25.0,4462.0,0.69,0.99,0.99,0.99,1.45,0.99,0.28,,,,0.41,0.4055555555555556,0.456,0.456,0.456,-34.21052631578948,0.4092263516643958
Magneton,019c3ac3-ec71-70da-b909-245f198b9382,082/165,SV: Scarlet & Violet 151,Uncommon,Normal,86.0,43.9,1.09,1.98,0.2,0.98982143,0.985927415,1.7925,1.7925,0.18714286,0.17935483,5498.0,12.0,5486.0,1.78,1.98,1.98,1.98,1.985,1.98,0.15,,,,0.21,0.3855555555555556,0.339,0.339,0.339,-41.00294985250738,0.4997540774531355
Magneton,019bffab-58b9-77cf-912c-e5432028d157,,SV: Scarlet & Violet 151,,Normal,86.0,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfetch'd,019bffaa-1a47-7762-8bb5-09e50045f83d,083/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,99.0,35.32,1.105,1.99,0.22,1.02821426,1.0610557,1.8378571,1.9272727,0.21857142,0.1948387,3642.0,40.0,3602.0,1.77,1.99,1.99,1.99,1.745,1.99,0.18,,,,0.4,0.5690000000000001,0.5171666666666666,0.5171666666666666,0.5171666666666666,-57.46052207541089,0.6718062160727772
Farfetch'd,019c3ac3-ec71-70da-b909-33b2a2c16018,083/165,SV: Scarlet & Violet 151,Common,Normal,99.0,35.32,1.5,2.89,0.11,0.93057143,0.929741935,1.784,1.784,0.07714286,0.07548387,4093.0,27.0,4066.0,2.78,2.89,2.89,2.42,1.95,2.89,0.15,,,,0.4,0.38666666666666666,0.32566666666666666,0.32566666666666666,0.32566666666666666,-66.2231320368475,0.7012633099521588
Doduo,019bffaa-1a47-7762-8bb5-0e178353c80d,084/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,137.0,10.24,0.885,1.49,0.28,0.846,0.83696774,1.422,1.422,0.27,0.25193548,3997.0,37.0,3960.0,1.21,1.49,1.49,1.475,1.46,1.49,0.29,,,,0.29,0.4000000000000001,0.40499999999999997,0.40499999999999997,0.40499999999999997,-30.864197530864185,0.42008825017016893
Doduo,019c3ac3-ec71-70da-b909-36fb338c1b91,084/165,SV: Scarlet & Violet 151,Common,Normal,137.0,10.24,0.885,1.69,0.08,0.690357145,0.69846774,1.295,1.295,0.08571429,0.10193548,1554.0,18.0,1536.0,1.61,1.69,1.69,1.69,1.245,1.69,0.01,,,,0.34,0.08375,0.10133333333333332,0.10133333333333332,0.10133333333333332,-21.052631578947352,0.023886705772116806
Dodrio,019bffaa-1a47-7762-8bb5-11a734e97dee,085/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,106.0,30.7,2.255,3.25,1.26,1.62785715,1.80478005,2.09,2.4318182,1.1657143,1.1777419,5347.0,99.0,5248.0,1.99,3.25,2.62,1.985,1.99,3.25,2.25,,,,2.25,1.5054545454545456,1.4430000000000003,1.4430000000000003,1.4430000000000003,-12.6819126819127,0.5081348585589839
Dodrio,019c3ac3-ec71-70da-b909-3824bb156daa,085/165,SV: Scarlet & Violet 151,Rare,Holofoil,106.0,30.7,0.89,1.5,0.28,0.26857144,0.24709678,,,0.26857144,0.24709678,7607.0,96.0,7511.0,1.22,1.5,1.39,1.445,1.475,1.5,0.22,,,,0.22,0.6483333333333333,0.5106451612903227,0.5106451612903227,0.5106451612903227,-45.16740366392925,0.5370036342761624
Seel,019bffaa-1a47-7762-8bb5-14236207d5a3,086/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,123.0,19.48,0.635,0.99,0.28,0.872142825,0.865506875,1.4671428,1.4671428,0.27714285,0.26387095,1570.0,50.0,1520.0,0.71,0.99,1.66,1.66,1.33,0.99,0.26,,,,0.47,0.5890909090909091,0.42833333333333334,0.42833333333333334,0.42833333333333334,-34.63035019455252,0.4026043093225127
Seel,019c3ac3-ec71-70da-b909-3dbb31acf692,086/165,SV: Scarlet & Violet 151,Common,Normal,123.0,19.48,0.875,1.59,0.16,0.588571478,0.582419405,1.0600001,1.0600001,0.117142856,0.10483871,1317.0,21.0,1296.0,1.4300000000000002,1.59,0.92,0.92,1.0,1.59,0.07,,,,0.4,0.3927272727272728,0.29900000000000004,0.29900000000000004,0.29900000000000004,-46.48829431438128,0.4075862506563953
Dewgong,019bffaa-1a47-7762-8bb5-18746ac57e17,087/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,70.0,54.46,0.96,1.66,0.26,0.99285712,0.960997985,1.7171428,1.678125,0.26857144,0.24387097,4058.0,39.0,4019.0,1.4,1.66,1.66,1.575,1.575,1.66,0.25,,,,0.29,0.4211111111111111,0.5761290322580647,0.5761290322580647,0.5761290322580647,-54.871220604703254,0.6465842426132105
Dewgong,019c3ac3-ec71-70da-b909-42617fd3d6d9,087/165,SV: Scarlet & Violet 151,Uncommon,Normal,70.0,54.46,1.06,1.99,0.13,0.11285714,0.1335484,,,0.11285714,0.1335484,3862.0,29.0,3833.0,1.86,1.99,1.99,1.99,1.985,1.99,0.03,,,,0.03,0.3211111111111111,0.19566666666666668,0.19566666666666668,0.19566666666666668,-33.56047700170358,0.3401488855895549
Grimer,019bffaa-1a47-7762-8bb5-1f82823303d5,088/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,131.0,14.2,1.27,2.29,0.25,1.259999985,1.24364054,2.2685714,2.2685714,0.25142857,0.21870968,1498.0,41.0,1457.0,2.04,2.29,1.64,1.115,1.49,2.29,0.22,,,,0.29,0.5645454545454546,0.6396666666666669,0.6396666666666669,0.6396666666666669,-60.917144346013565,1.2959046456335868
Grimer,019c3ac3-ec71-70da-b909-445bf80f9525,088/165,SV: Scarlet & Violet 151,Common,Normal,131.0,14.2,1.02,1.98,0.06,0.81749995,0.82072576,1.5749999,1.5749999,0.06,0.06645162,1463.0,24.0,1439.0,1.92,1.98,1.98,1.98,1.74,1.98,0.06,,,,0.06,0.06,0.13033333333333333,0.13033333333333333,0.13033333333333333,-53.96419437340153,0.34962525093584707
Muk,019d5568-cde4-742e-87ae-8301bf0fee5b,089/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,68.0,55.78,1.08,1.89,0.27,1.1796428,1.1684375,2.0792856,2.066875,0.28,0.27,661.0,34.0,627.0,1.62,1.89,1.89,1.39,2.0,1.89,0.28,,,,0.29,0.552,0.4576666666666666,0.4576666666666666,0.4576666666666666,-41.00509832483611,0.5204022537875161
Muk,019d5568-cde4-742e-87ae-8608956f0309,089/165,SV: Scarlet & Violet 151,Uncommon,Normal,68.0,55.78,1.9,3.62,0.18,2.182499925,2.177638175,4.197857,4.197857,0.16714285,0.15741935,768.0,24.0,744.0,3.44,3.62,9.305,9.305,2.095,3.62,0.17,,,,0.25,0.16625,0.8601612903225807,0.8601612903225807,0.8601612903225807,-79.0736921057566,2.7240473820741347
Shellder,019bffaa-1a47-7762-8bb5-201e5a647d0a,090/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,126.0,17.5,0.62,0.99,0.25,0.8508333,0.8392204,1.4316666,1.4316666,0.27,0.2467742,3404.0,34.0,3370.0,0.74,0.99,1.325,1.66,1.56,0.99,0.1,,,,0.29,0.5854545454545454,0.4396666666666667,0.4396666666666667,0.4396666666666667,-43.138741470811226,0.47288172563208825
Shellder,019c3ac3-ec71-70da-b909-48686b46b6f1,090/165,SV: Scarlet & Violet 151,Common,Normal,126.0,17.5,1.05,1.99,0.11,2.99857143,2.99870968,5.89,5.89,0.10714286,0.10741936,2399.0,19.0,2380.0,1.88,1.99,1.99,1.99,5.89,1.99,0.01,,,,0.25,0.31222222222222223,0.4969999999999999,0.4969999999999999,0.4969999999999999,-77.8672032193159,1.7884999493892966
Cloyster,019bffaa-1a47-7762-8bb5-246bc579d027,091/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,57.0,63.04,0.875,1.5,0.25,1.03857141,1.027096765,1.8328571,1.79,0.24428572,0.26419353,3942.0,42.0,3900.0,1.25,1.5,2.25,1.875,1.82,1.5,0.21,,,,0.29,0.5730000000000001,0.6638709677419357,0.6638709677419357,0.6638709677419357,-62.34207968901847,0.8046766531527009
Cloyster,019c3ac3-ec71-70da-b909-4e2389d83c0a,091/165,SV: Scarlet & Violet 151,Uncommon,Normal,57.0,63.04,1.05,1.99,0.11,0.12142857,0.13451613,,,0.12142857,0.13451613,4372.0,25.0,4347.0,1.88,1.99,1.99,1.99,1.99,1.99,0.02,,,,0.02,0.33,0.19599999999999998,0.19599999999999998,0.19599999999999998,-43.877551020408156,0.33985392399554903
Gastly,019bffaa-1a47-7762-8bb5-2b7180c59a29,092/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,55.0,64.36,1.165,2.0,0.33,1.15607142,1.14162097,1.9835714,1.9455,0.32857144,0.33774194,4731.0,50.0,4681.0,1.67,1.75,2.25,2.0,1.98,2.25,0.3,,,,0.36,0.5155555555555557,0.6941666666666665,0.6941666666666665,0.6941666666666665,-52.46098439375749,0.7256579456072871
Gastly,019c3ac3-ec71-70da-b909-50059271aea4,092/165,SV: Scarlet & Violet 151,Common,Normal,55.0,64.36,1.01,1.79,0.23,0.94696429,0.94270161,1.6925,1.6925,0.20142858,0.19290322,2638.0,24.0,2614.0,1.56,1.79,1.79,1.79,1.89,1.79,0.08,,,,0.15,0.1975,0.36300000000000004,0.36300000000000004,0.36300000000000004,-36.63911845730028,0.5305179642055748
Haunter,019bffaa-1a47-7762-8bb5-2dc698085f3a,093/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,25.0,84.16,1.37,2.34,0.4,1.26642856,1.36649194,2.1242857,2.3075,0.40857142,0.42548388,8129.0,127.0,8002.0,1.94,1.99,2.32,1.99,1.99,2.69,0.35,,,,0.52,1.1223076923076925,1.1838709677419357,1.1838709677419357,1.1838709677419357,-66.21253405994551,0.9921145008494227
Haunter,019c3ac3-ec71-70da-b909-56cb9f7ddc44,093/165,SV: Scarlet & Violet 151,Uncommon,Normal,25.0,84.16,1.455,2.69,0.22,1.01428577,1.03298387,1.8157144,1.845,0.21285714,0.22096774,8299.0,79.0,8220.0,2.47,2.69,1.99,1.89,1.93,2.69,0.08,,,,0.25,0.7391666666666667,0.7166666666666668,0.7166666666666668,0.7166666666666668,-69.30232558139537,0.8335562920127368
Gengar,019bffaa-1a47-7762-8bb5-338df2cf858e,094/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,1.0,100.0,11.11,14.0,8.22,9.93107175,9.689924,11.179286,10.624687,8.6828575,8.755161,8777.0,86.0,8691.0,5.779999999999999,14.0,11.0,10.995,10.5,14.0,8.0,,,,9.94,9.578333333333333,9.4342778,9.4342778,9.4342778,-12.870914189107296,1.5196746662766776
Gengar,019c3ac3-ec71-70da-b909-5bca59ddae57,094/165,SV: Scarlet & Violet 151,Rare,Holofoil,1.0,100.0,3.0025000000000004,3.115,2.89,3.76214275,3.82829455,4.635714,4.849815,2.8885715,2.8067741,30148.0,136.0,30012.0,0.2250000000000001,3.0,3.97,4.49,4.99,3.23,1.49,,,,6.99,3.7185,4.047080645161291,4.047080645161291,4.047080645161291,-28.590501317158136,1.5287326564662105
Gengar,019bffab-58b9-77cf-912c-da55d57d30e6,,SV: Scarlet & Violet 151,,Normal,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onix,019bffaa-1a47-7762-8bb5-3794e660fdbf,095/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,44.0,71.62,1.7999999999999998,1.69,1.91,2.1092858,2.16155015,2.2957144,2.5127778,1.9228572,1.8103225,4757.0,89.0,4668.0,-0.2199999999999999,1.69,1.69,1.69,2.455,1.69,1.15,,,,2.91,1.8988888888888888,1.9435483870967742,1.9435483870967742,1.9435483870967742,-1.726141078838181,0.3603752524531133
Onix,019c3ac3-ec71-70da-b909-5c6d4668e908,095/165,SV: Scarlet & Violet 151,Uncommon,Normal,44.0,71.62,0.665,1.24,0.09,0.995357143,1.009758065,1.895,1.895,0.095714286,0.12451613,1467.0,56.0,1411.0,1.15,1.24,1.24,1.24,1.24,1.24,0.09,,,,0.09,0.1,0.16100000000000003,0.16100000000000003,0.16100000000000003,-44.09937888198759,0.2051467094880956
Drowzee,019bffaa-1a47-7762-8bb5-39cc004d8656,096/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,138.0,9.58,0.775,1.29,0.26,0.90464287,0.88810935,1.5407143,1.5294445,0.26857144,0.2467742,3633.0,46.0,3587.0,1.03,1.29,1.29,1.375,1.7,1.29,0.25,,,,0.29,0.44299999999999995,0.4581666666666668,0.4581666666666668,0.4581666666666668,-43.25209166969808,0.5042893315201676
Drowzee,019c3ac3-ec71-70da-b909-6161ce66c639,096/165,SV: Scarlet & Violet 151,Common,Normal,138.0,9.58,0.93,1.79,0.07,0.66523808,0.679408585,1.2633333,1.2633333,0.06714286,0.09548387,4879.0,19.0,4860.0,1.72,1.79,1.79,1.79,1.0,1.79,0.01,,,,0.25,0.075,0.21199999999999994,0.21199999999999994,0.21199999999999994,-66.98113207547168,0.3771160984685458
Hypno,019bffaa-1a47-7762-8bb5-3cce240b9d17,097/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,102.0,33.34,2.08,1.98,2.18,2.4478571,2.34288535,2.862857,2.7722223,2.0328572,1.9135484,4985.0,92.0,4893.0,-0.2000000000000001,1.98,2.19,2.42,2.65,1.98,1.81,,,,3.13,2.1615384615384614,2.1383333333333336,2.1383333333333336,2.1383333333333336,1.9485580670303901,0.563230113647646
Hypno,019c3ac3-ec71-70da-b909-66eb24ae4178,097/165,SV: Scarlet & Violet 151,Uncommon,Normal,102.0,33.34,1.06,1.99,0.13,0.99714286,1.011612905,1.89,1.89,0.10428572,0.13322581,3952.0,54.0,3898.0,1.86,1.99,2.24,2.24,1.99,1.99,0.13,,,,0.13,0.31666666666666665,0.35935483870967744,0.35935483870967744,0.35935483870967744,-63.824057450628366,0.6270190612938384
Krabby,019bffaa-1a47-7762-8bb5-422a5186e0a9,098/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,111.0,27.4,1.065,1.82,0.31,0.9867143,0.961,1.672,1.672,0.3014286,0.25,3694.0,36.0,3658.0,1.51,1.82,1.9,1.82,1.785,1.82,0.29,,,,0.29,0.2925,0.3906451612903227,0.3906451612903227,0.3906451612903227,-20.644095788604478,0.4514785744925294
Krabby,019c3ac3-ec71-70da-b909-6b300db0f126,098/165,SV: Scarlet & Violet 151,Common,Normal,111.0,27.4,1.07,1.99,0.15,0.928571428,0.933709675,1.74,1.74,0.117142856,0.12741935,4176.0,19.0,4157.0,1.84,1.99,1.99,1.99,1.98,1.99,0.25,,,,0.25,0.32333333333333336,0.28866666666666674,0.28866666666666674,0.28866666666666674,-48.03695150115475,0.5051031532294159
Kingler,019bffaa-1a47-7762-8bb5-46436687e85d,099/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,67.0,56.44,1.72,1.8,1.64,1.8321429,1.8882661,1.97,2.1275,1.6942858,1.6490322,4844.0,88.0,4756.0,0.1600000000000001,1.8,1.99,1.99,1.995,1.8,1.46,,,,2.68,1.77,1.7246666666666666,1.7246666666666666,1.7246666666666666,-4.909161190568226,0.20078695749189132
Kingler,019c3ac3-ec71-70da-b909-6e8b2a510f58,099/165,SV: Scarlet & Violet 151,Uncommon,Normal,67.0,56.44,2.16,4.16,0.16,1.183,1.1857419400000002,2.236,2.236,0.13,0.13548388,4246.0,56.0,4190.0,4.0,1.51,4.16,4.16,1.89,6.81,0.02,,,,0.02,0.5788888888888889,0.486,0.486,0.486,-67.07818930041152,0.8975314805736285
Voltorb,019bffaa-1a47-7762-8bb5-4b52c5a6aa59,100/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,134.0,12.22,0.6,0.99,0.21,0.83261906,0.815268835,1.4466667,1.4466667,0.21857142,0.18387097,3700.0,23.0,3677.0,0.78,0.99,0.99,0.99,1.46,0.99,0.18,,,,0.29,0.30000000000000004,0.25161290322580643,0.25161290322580643,0.25161290322580643,-16.538461538461533,0.26765770147950224
Voltorb,019c3ac3-ec71-70da-b909-7138ca47e95f,100/165,SV: Scarlet & Violet 151,Common,Normal,134.0,12.22,1.02,1.98,0.06,0.06428572,0.06580645,,,0.06428572,0.06580645,4420.0,16.0,4404.0,1.92,1.98,1.98,1.98,1.98,1.98,0.01,,,,0.01,0.27666666666666667,0.12733333333333333,0.12733333333333333,0.12733333333333333,-52.879581151832454,0.3502504850801075
Electrode,019bffaa-1a47-7762-8bb5-4e5834679cba,101/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,133.0,12.88,2.28,1.98,2.58,2.44571425,2.34665895,2.3542857,2.3542857,2.5371428,2.3390322,4758.0,42.0,4716.0,-0.6000000000000001,1.98,1.98,2.99,2.77,1.98,2.56,,,,3.93,2.508,2.3443333333333327,2.3443333333333327,2.3443333333333327,10.052609128394744,0.3675612389355223
Electrode,019c3ac3-ec71-70da-b909-74ec8b57cc6b,101/165,SV: Scarlet & Violet 151,Rare,Holofoil,133.0,12.88,0.76,1.27,0.25,0.75809522,0.75069891,1.2533333,1.2533333,0.26285714,0.24806452,6481.0,31.0,6450.0,1.02,1.27,1.27,1.27,1.38,1.27,0.19,,,,0.2,0.36888888888888893,0.3456666666666667,0.3456666666666667,0.3456666666666667,-27.67598842815815,0.31501158526405776
Exeggcute,019bffaa-1a47-7762-8bb5-514c5bde8a0a,102/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,144.0,5.62,0.845,1.46,0.23,0.9703572,0.954596825,1.6750001,1.6750001,0.2657143,0.23419355,3585.0,22.0,3563.0,1.23,1.46,1.46,1.46,1.675,1.46,0.2,,,,0.29,0.26125,0.2738709677419355,0.2738709677419355,0.2738709677419355,-16.018845700824492,0.22127927180156812
Exeggcute,019c3ac3-ec71-70da-b909-79317740db3a,102/165,SV: Scarlet & Violet 151,Common,Normal,144.0,5.62,1.04,1.98,0.1,1.0325,1.0379838725,1.985,1.985,0.08,0.090967745,4220.0,18.0,4202.0,1.88,1.98,1.98,1.98,1.985,1.98,0.01,,,,0.25,0.07875,0.092,0.092,0.092,8.695652173913052,0.03284236120706263
Exeggcute,019bffaa-1a47-7762-8bb5-57e14f567536,103/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,144.0,5.62,1.525,1.49,1.56,1.7271429,1.89904565,1.9157143,2.1158333,1.5385715,1.682258,4753.0,74.0,4679.0,-0.07,1.49,1.46,1.46,2.0,1.49,2.79,,,,2.79,1.55625,1.6563333333333334,1.6563333333333334,1.6563333333333334,-5.816059569329847,0.19785894197518655
